age,gender,school_type,parent_education,family_income,study_hours_per_day,attendance_percent,prev_gpa,assignments_completed,extracurricular_activities,internet_access,tutoring_sessions,absences,sleep_hours,final_score,grade,pass_fail,study_efficiency,attendance_risk,parental_support_index,academic_momentum,absence_severity,sleep_quality,total_support
16,Female,Public,High School,High,4.77,59.0,4.07,10.0,2,1,1,18.0,6.9,46.3,D,Pass,2.053388090349076,1,3,2.4013000000000004,3,0,7
18,Male,Public,No Education,Middle,4.27,77.6,4.88,16.0,0,1,1,9.0,9.4,72.0,C,Pass,3.661327231121282,0,1,3.78688,2,0,5
17,Male,Private,Graduate,Middle,2.81,75.6,7.49,13.0,2,1,7,16.0,6.6,93.2,A,Pass,4.4673539518900345,0,3,5.66244,3,0,13
15,Female,Private,High School,High,4.63,98.6,5.18,19.0,2,1,7,0.0,6.1,100.0,A,Pass,4.016913319238901,0,3,5.107479999999999,0,0,13
16,Female,Public,Graduate,Middle,1.41,74.1,5.96,13.0,3,1,0,10.0,6.0,56.5,D,Pass,8.609271523178808,1,3,4.41636,2,0,6
16,Female,Public,Postgraduate,Low,5.08,72.3,3.57,20.0,5,1,0,15.0,6.5,70.3,C,Pass,3.8610038610038613,1,3,2.58111,3,0,6
15,Male,Private,High School,Middle,1.71,55.4,6.84,10.0,0,1,4,16.0,7.7,50.2,D,Pass,5.524861878453039,1,2,3.78936,3,1,9
17,Female,Public,Graduate,High,3.93,71.2,6.42,18.0,4,1,3,2.0,7.8,100.0,A,Pass,4.466501240694789,1,4,4.57104,0,1,10
15,Female,Public,High School,Middle,2.23,56.1,5.19,11.0,4,0,1,20.0,10.0,38.7,F,Fail,4.721030042918454,1,2,2.9115900000000003,3,0,3
17,Female,Private,Graduate,Low,4.33,78.2,6.16,18.0,5,1,3,10.0,5.6,85.6,B,Pass,4.063205417607223,0,2,4.81712,2,0,8
16,Male,Public,Postgraduate,Low,3.45,66.4,6.82,10.0,4,1,6,12.0,7.1,82.6,B,Pass,2.816901408450704,1,3,4.528480000000001,2,1,12
17,Female,Public,High School,Low,1.11,45.4,5.03,12.0,0,1,0,17.0,6.2,21.6,F,Fail,9.917355371900825,1,1,2.28362,3,0,4
18,Female,Public,No Education,Middle,4.13,95.7,3.84,9.0,1,1,0,11.0,7.4,47.7,D,Pass,2.1276595744680855,0,1,3.67488,2,1,4
16,Male,Private,High School,Middle,2.63,64.9,9.75,13.0,0,1,4,13.0,8.7,100.0,A,Pass,4.761904761904762,1,2,6.327750000000001,3,1,9
18,Female,Public,No Education,Low,4.82,59.9,5.36,17.0,3,1,2,11.0,8.0,81.9,B,Pass,3.4552845528455287,1,0,3.21064,2,1,5
15,Female,Public,Graduate,High,3.5,72.5,6.33,13.0,2,1,5,4.0,5.6,91.2,A,Pass,3.611111111111111,1,4,4.58925,1,0,12
15,Male,Private,Postgraduate,Middle,4.09,77.8,8.32,12.0,2,1,5,10.0,7.8,100.0,A,Pass,2.8639618138424825,0,4,6.4729600000000005,2,1,12
15,Female,Public,High School,Middle,2.06,44.5,10.0,15.0,3,1,5,22.0,4.5,67.4,C,Pass,6.944444444444444,1,2,4.45,3,0,10
17,Male,Private,High School,High,2.62,77.3,4.26,13.0,3,1,0,7.0,4.1,48.1,D,Pass,4.779411764705882,0,3,3.2929799999999996,2,0,6
16,Male,Public,High School,Low,2.81,57.2,7.31,12.0,2,1,1,10.0,6.7,61.4,C,Pass,4.123711340206185,1,1,4.18132,2,0,5
15,Female,Private,Graduate,Middle,4.79,100.0,5.23,16.0,5,0,7,7.0,7.7,100.0,A,Pass,3.2719836400817996,0,3,5.23,2,1,10
15,Female,Public,No Education,Middle,6.02,90.4,5.53,20.0,1,1,4,0.0,7.4,100.0,A,Pass,3.2679738562091507,0,1,4.9991200000000005,0,1,8
16,Female,Public,Graduate,High,2.29,65.4,5.2,17.0,1,0,2,20.0,9.3,58.6,D,Pass,7.112970711297071,1,4,3.4008000000000003,3,0,6
15,Female,Public,Graduate,Middle,5.12,68.7,4.47,20.0,1,1,6,6.0,7.1,100.0,A,Pass,3.831417624521073,1,3,3.07089,1,1,12
18,Male,Public,Graduate,Low,0.5,64.4,6.43,12.0,3,1,5,4.0,6.9,71.2,C,Pass,20.0,1,2,4.14092,1,0,10
16,Female,Private,High School,High,1.71,78.8,3.85,13.0,2,1,4,1.0,8.4,62.3,C,Pass,7.18232044198895,0,3,3.0338,0,1,10
16,Male,Private,Graduate,Low,2.06,70.3,8.2,6.0,5,1,7,3.0,6.6,90.7,A,Pass,2.7777777777777777,1,2,5.764599999999999,1,0,12
16,Female,Public,No Education,High,1.47,65.7,6.6,10.0,2,1,7,9.0,7.5,74.7,C,Pass,6.369426751592356,1,2,4.3362,2,1,12
18,Female,Public,High School,High,1.12,68.7,7.26,10.0,2,0,0,7.0,7.5,57.9,D,Pass,8.19672131147541,1,3,4.98762,2,1,3
16,Female,Private,Postgraduate,Low,4.12,67.8,5.66,10.0,5,0,5,15.0,5.8,56.9,D,Pass,2.3696682464454977,1,3,3.83748,3,0,8
18,Male,Private,Graduate,Middle,3.18,68.9,5.84,11.0,0,0,2,14.0,7.5,67.7,C,Pass,3.3536585365853657,1,3,4.02376,3,1,5
16,Female,Public,No Education,Low,4.07,45.4,7.02,9.0,5,1,6,15.0,9.6,68.6,C,Pass,2.158273381294964,1,0,3.18708,3,0,9
17,Female,Public,High School,Middle,4.54,92.7,4.4,16.0,0,1,3,18.0,8.4,59.1,D,Pass,3.4482758620689657,0,2,4.0788,3,1,8
15,Female,Public,High School,Middle,3.9,80.7,5.86,17.0,4,1,7,5.0,6.0,100.0,A,Pass,4.25,0,2,4.72902,1,0,12
17,Female,Private,High School,Middle,4.49,66.4,4.95,19.0,0,1,7,10.0,9.8,91.3,A,Pass,4.139433551198257,1,2,3.286800000000001,2,0,12
15,Male,Public,High School,High,3.4,99.7,4.9,16.0,1,0,6,0.0,7.8,100.0,A,Pass,4.571428571428571,0,3,4.8853,0,1,9
18,Female,Public,No Education,Middle,1.72,71.0,3.0,9.0,1,1,7,8.0,7.5,47.3,D,Pass,4.945054945054945,1,1,2.13,2,1,11
17,Male,Public,Graduate,Middle,5.09,64.2,8.91,11.0,5,0,2,12.0,6.9,93.6,A,Pass,2.1194605009633913,1,3,5.72022,2,0,5
16,Male,Private,Graduate,High,2.62,85.2,5.26,8.0,1,0,6,0.0,7.8,82.8,B,Pass,2.941176470588235,0,4,4.48152,0,1,10
15,Male,Public,Graduate,High,2.1,76.8,8.59,9.0,1,0,1,4.0,7.1,81.4,B,Pass,4.090909090909091,0,4,6.59712,1,1,5
15,Male,Public,Graduate,Low,3.23,80.1,8.42,12.0,4,1,5,8.0,7.0,100.0,A,Pass,3.6036036036036037,0,2,6.744419999999999,2,1,10
17,Male,Public,No Education,High,2.13,64.5,4.19,12.0,1,1,5,8.0,6.8,68.4,C,Pass,5.381165919282512,1,2,2.7025500000000005,2,0,10
18,Male,Public,Postgraduate,Low,2.87,79.9,4.54,11.0,3,1,3,2.0,8.2,70.2,C,Pass,3.7037037037037033,0,3,3.6274600000000006,0,1,9
17,Female,Public,Graduate,High,4.02,72.6,10.0,16.0,3,1,6,12.0,8.0,100.0,A,Pass,3.883495145631069,1,4,7.26,2,1,13
18,Male,Public,Graduate,Low,4.02,84.9,9.65,14.0,3,1,3,0.0,6.8,100.0,A,Pass,3.398058252427185,0,2,8.19285,0,0,8
18,Male,Public,Graduate,Low,2.15,42.4,6.44,13.0,0,0,6,12.0,5.2,59.2,D,Pass,5.777777777777778,1,2,2.7305599999999997,2,0,8
15,Male,Public,Postgraduate,Middle,2.77,66.3,6.96,17.0,5,1,5,11.0,7.0,100.0,A,Pass,5.923344947735192,1,4,4.6144799999999995,2,1,12
17,Female,Public,Graduate,Middle,5.11,100.0,5.36,13.0,5,1,1,4.0,6.1,99.8,A,Pass,2.495201535508637,0,3,5.36,1,0,7
17,Female,Private,High School,Middle,4.24,65.7,7.28,17.0,2,1,7,12.0,6.4,100.0,A,Pass,3.9170506912442398,1,2,4.78296,2,0,12
18,Male,Private,Graduate,Low,6.61,75.3,5.21,18.0,4,1,6,6.0,6.9,100.0,A,Pass,2.682563338301043,0,2,3.92313,1,0,11
17,Female,Public,Graduate,Middle,5.27,73.6,3.0,16.0,3,1,3,6.0,5.7,93.4,A,Pass,2.9795158286778403,1,3,2.2079999999999997,1,0,9
16,Male,Private,Graduate,High,5.22,61.9,4.12,19.0,3,1,0,16.0,5.1,64.2,C,Pass,3.5714285714285716,1,4,2.55028,3,0,7
16,Male,Public,Graduate,Middle,1.42,40.0,6.54,15.0,1,1,7,22.0,7.4,48.6,D,Pass,9.868421052631579,1,3,2.616,3,1,13
17,Female,Public,No Education,Low,4.65,75.0,4.46,13.0,3,1,5,8.0,7.0,84.7,B,Pass,2.736842105263158,0,0,3.345,2,1,8
17,Male,Public,High School,Middle,3.42,76.8,6.38,14.0,1,0,2,6.0,7.0,78.2,B,Pass,3.977272727272727,0,2,4.89984,1,1,4
18,Female,Public,Postgraduate,Low,2.67,71.7,4.57,14.0,1,1,2,9.0,7.6,68.3,C,Pass,5.054151624548736,1,3,3.2766900000000003,2,1,8
16,Female,Private,Graduate,High,3.75,73.6,5.09,14.0,2,1,7,4.0,6.2,100.0,A,Pass,3.6363636363636362,1,4,3.74624,1,0,14
16,Male,Private,Graduate,High,4.92,79.9,8.04,18.0,0,1,1,5.0,7.4,100.0,A,Pass,3.5856573705179287,0,4,6.423959999999999,1,1,8
15,Male,Private,High School,Middle,4.25,92.6,6.95,16.0,1,1,0,0.0,8.6,100.0,A,Pass,3.6781609195402303,0,2,6.4357,0,1,5
18,Female,Public,High School,Middle,2.18,68.2,6.48,18.0,1,1,3,9.0,6.7,81.5,B,Pass,7.894736842105262,1,2,4.41936,2,0,8
15,Male,Public,Postgraduate,Middle,4.61,69.7,8.08,11.0,5,1,6,7.0,9.3,100.0,A,Pass,2.335456475583864,1,4,5.631760000000001,2,0,13
16,Male,Public,Graduate,Middle,2.54,67.9,7.37,13.0,2,0,5,12.0,7.1,66.2,C,Pass,4.924242424242424,1,3,5.004230000000001,2,1,8
18,Male,Public,Graduate,High,3.83,84.7,9.1,12.0,1,0,2,9.0,6.0,100.0,A,Pass,3.0534351145038165,0,4,7.7077,2,0,6
17,Female,Public,Graduate,Middle,3.04,94.8,5.67,16.0,4,1,2,0.0,8.0,85.3,B,Pass,5.095541401273885,0,3,5.375159999999999,0,1,8
18,Female,Public,Graduate,Middle,3.17,64.6,5.73,9.0,0,1,2,7.0,6.9,68.9,C,Pass,2.7522935779816513,1,3,3.7015800000000003,2,0,8
17,Male,Public,High School,Middle,4.65,79.9,4.16,17.0,4,1,2,10.0,8.3,87.1,B,Pass,3.5789473684210527,0,2,3.32384,2,1,7
17,Female,Public,Graduate,Middle,1.94,75.4,5.73,11.0,3,0,4,8.0,7.5,66.4,C,Pass,5.3921568627450975,0,3,4.320420000000001,2,1,7
18,Female,Private,High School,High,6.42,68.9,8.24,16.0,0,0,1,8.0,6.6,100.0,A,Pass,2.4539877300613497,1,3,5.677360000000001,2,0,4
17,Female,Private,High School,Middle,0.77,67.1,8.84,7.0,3,0,3,17.0,8.8,63.0,C,Pass,8.045977011494253,1,2,5.93164,3,1,5
15,Female,Private,Graduate,Middle,2.6,50.3,8.23,12.0,5,1,5,12.0,6.4,86.5,B,Pass,4.444444444444444,1,3,4.13969,2,0,11
16,Female,Public,Postgraduate,Low,4.06,50.1,3.27,18.0,1,1,5,5.0,4.4,79.4,B,Pass,4.3269230769230775,1,3,1.63827,1,0,11
17,Male,Public,No Education,Middle,4.38,83.1,8.45,15.0,2,1,5,2.0,8.1,100.0,A,Pass,3.348214285714286,0,1,7.0219499999999995,0,1,9
15,Male,Public,Graduate,Middle,3.35,68.8,3.19,16.0,4,1,3,17.0,7.4,40.8,F,Fail,4.63768115942029,1,3,2.19472,3,1,9
17,Male,Private,High School,Low,3.41,77.8,8.12,19.0,3,1,1,5.0,8.5,100.0,A,Pass,5.413105413105413,0,1,6.317359999999999,1,1,5
16,Female,Public,High School,Low,4.12,76.6,5.84,16.0,1,1,7,4.0,5.9,97.5,A,Pass,3.7914691943127963,0,1,4.473439999999999,1,0,11
15,Female,Public,No Education,Middle,3.15,59.3,7.76,12.0,4,0,7,12.0,6.7,74.8,C,Pass,3.6923076923076925,1,1,4.601679999999999,2,0,8
16,Male,Private,High School,Middle,5.59,80.6,4.1,18.0,4,1,0,11.0,6.6,80.7,B,Pass,3.163444639718805,0,2,3.3045999999999993,2,0,5
16,Female,Public,Graduate,Middle,4.76,60.3,8.61,14.0,5,1,6,12.0,8.1,100.0,A,Pass,2.880658436213992,1,3,5.1918299999999995,2,1,12
15,Male,Public,No Education,Low,4.81,99.8,3.86,15.0,5,0,7,3.0,7.8,86.0,B,Pass,3.0549898167006115,0,0,3.8522799999999995,1,1,7
15,Male,Public,Graduate,Middle,2.05,50.3,5.3,8.0,3,0,6,14.0,7.3,39.0,F,Fail,3.7209302325581395,1,3,2.6658999999999997,3,1,9
15,Male,Public,Postgraduate,Low,3.38,71.7,4.7,17.0,1,1,1,11.0,7.3,74.3,C,Pass,4.885057471264368,1,3,3.3699,2,1,7
18,Female,Public,High School,Middle,3.05,58.0,3.34,13.0,2,1,2,13.0,5.6,37.4,F,Fail,4.126984126984127,1,2,1.9372,3,0,7
15,Female,Public,Graduate,Low,1.99,79.0,6.67,13.0,3,1,6,4.0,7.9,91.0,A,Pass,6.220095693779904,0,2,5.269299999999999,1,1,11
15,Male,Public,High School,Low,4.04,71.6,9.75,12.0,4,0,2,10.0,7.9,99.6,A,Pass,2.8985507246376816,1,1,6.980999999999999,2,1,3
15,Male,Public,Graduate,Low,2.69,64.8,10.0,15.0,4,1,1,8.0,9.7,100.0,A,Pass,5.376344086021505,1,2,6.48,2,0,6
15,Male,Private,High School,Middle,4.48,90.7,6.67,13.0,0,1,1,0.0,7.6,100.0,A,Pass,2.838427947598253,0,2,6.049690000000001,0,1,6
17,Male,Public,High School,Low,1.89,70.6,8.51,12.0,1,1,3,9.0,7.8,84.2,B,Pass,6.030150753768845,1,1,6.0080599999999995,2,1,7
18,Female,Public,High School,Middle,6.08,90.5,6.92,20.0,0,1,3,0.0,7.6,100.0,A,Pass,3.236245954692557,0,2,6.2626,0,1,8
16,Female,Public,No Education,Middle,2.16,56.2,7.4,15.0,5,0,4,16.0,6.2,73.6,C,Pass,6.63716814159292,1,1,4.1588,3,0,5
15,Male,Private,High School,Middle,3.83,54.9,5.88,15.0,2,0,5,13.0,8.5,78.6,B,Pass,3.8167938931297707,1,2,3.22812,3,1,7
17,Male,Public,Graduate,Middle,4.69,80.2,6.85,11.0,3,0,4,13.0,6.9,87.5,B,Pass,2.2964509394572024,0,3,5.4937000000000005,3,0,7
17,Female,Public,Postgraduate,High,2.64,67.6,7.47,20.0,4,1,5,8.0,6.8,100.0,A,Pass,7.2992700729927,1,5,5.049719999999999,2,0,13
17,Female,Private,Graduate,Low,4.78,88.2,5.46,20.0,1,1,2,3.0,6.8,100.0,A,Pass,4.098360655737705,0,2,4.81572,1,0,7
16,Male,Private,Graduate,Middle,1.66,68.3,6.36,14.0,4,1,4,2.0,6.9,84.2,B,Pass,7.954545454545454,1,3,4.3438799999999995,0,0,10
15,Male,Public,High School,Low,5.68,84.6,6.39,15.0,5,1,4,0.0,6.4,100.0,A,Pass,2.595155709342561,0,1,5.405939999999999,0,0,8
18,Male,Private,High School,Low,3.52,50.7,7.99,14.0,0,1,0,6.0,7.3,75.6,B,Pass,3.867403314917127,1,1,4.05093,1,1,4
18,Female,Public,High School,Middle,2.61,97.3,4.58,12.0,0,1,1,6.0,6.9,68.6,C,Pass,4.428044280442805,0,2,4.45634,1,0,6
17,Female,Public,High School,Middle,3.05,71.2,6.41,18.0,3,1,3,6.0,6.8,100.0,A,Pass,5.714285714285714,1,2,4.56392,1,0,8
16,Female,Public,Graduate,High,4.71,89.1,9.94,17.0,1,1,4,10.0,7.6,100.0,A,Pass,3.5343035343035347,0,4,8.856539999999999,2,1,11
16,Male,Public,Graduate,Middle,2.62,59.8,8.6,11.0,5,0,3,0.0,7.1,91.3,A,Pass,4.044117647058823,1,3,5.142799999999999,0,1,6
16,Male,Private,High School,High,2.38,76.2,8.93,12.0,1,1,5,15.0,6.3,86.3,B,Pass,4.838709677419355,0,3,6.80466,3,0,11
18,Female,Public,High School,Low,3.17,54.5,6.54,17.0,3,1,4,13.0,6.1,81.8,B,Pass,5.198776758409786,1,1,3.5643000000000002,3,0,8
17,Female,Public,Graduate,Low,1.73,76.5,7.08,17.0,5,0,5,9.0,7.1,89.7,B,Pass,9.289617486338797,0,2,5.4162,2,1,7
15,Male,Private,Graduate,Low,6.23,77.9,8.3,20.0,5,1,7,1.0,6.1,100.0,A,Pass,3.1595576619273302,0,2,6.465700000000001,0,0,12
18,Female,Private,High School,Low,2.65,72.9,9.31,16.0,0,1,7,11.0,6.0,94.4,A,Pass,5.818181818181818,1,1,6.78699,2,0,11
17,Female,Public,Postgraduate,Middle,4.75,89.2,3.0,15.0,0,0,4,1.0,6.0,90.4,A,Pass,3.0927835051546393,0,4,2.676,0,0,8
17,Male,Public,Postgraduate,Middle,3.81,57.5,4.13,5.0,0,0,7,7.0,7.3,51.3,D,Pass,1.278772378516624,1,4,2.37475,2,1,11
15,Female,Public,High School,Low,2.02,60.3,8.86,14.0,4,1,6,6.0,8.4,100.0,A,Pass,6.60377358490566,1,1,5.342579999999999,1,1,10
15,Male,Private,High School,High,3.49,81.8,6.0,14.0,2,0,2,0.0,7.4,85.8,B,Pass,3.8997214484679663,0,3,4.9079999999999995,0,1,5
15,Male,Private,Graduate,High,4.68,100.0,5.29,16.0,0,1,0,2.0,8.1,100.0,A,Pass,3.3472803347280338,0,4,5.29,0,1,7
16,Male,Private,Postgraduate,Low,3.22,72.1,4.24,14.0,2,0,5,5.0,6.9,75.9,B,Pass,4.216867469879518,1,3,3.05704,1,0,8
15,Male,Public,Postgraduate,Low,5.29,89.2,5.5,13.0,2,0,1,0.0,7.2,93.4,A,Pass,2.4118738404452693,0,3,4.906000000000001,0,1,4
17,Male,Public,High School,Low,5.03,78.0,3.98,18.0,1,1,1,8.0,9.0,73.7,C,Pass,3.5087719298245617,0,1,3.1044,2,1,5
15,Male,Public,High School,Low,4.88,100.0,10.0,18.0,3,1,2,0.0,8.0,100.0,A,Pass,3.6144578313253017,0,1,10.0,0,1,6
17,Male,Public,Graduate,Low,2.81,46.7,6.46,16.0,4,0,7,23.0,8.1,58.4,D,Pass,5.498281786941581,1,2,3.01682,3,1,9
18,Female,Public,Graduate,Middle,1.88,71.6,6.4,15.0,2,1,2,18.0,6.7,70.9,C,Pass,7.575757575757576,1,3,4.5824,3,0,8
16,Male,Private,High School,Low,2.58,47.9,7.56,15.0,4,0,7,9.0,7.0,75.7,B,Pass,5.597014925373134,1,1,3.62124,2,1,8
18,Male,Public,Postgraduate,Middle,3.79,40.9,8.23,14.0,1,0,6,23.0,7.5,80.2,B,Pass,3.5989717223650386,1,4,3.36607,3,1,10
18,Female,Public,Graduate,High,4.32,81.9,8.2,15.0,0,1,1,7.0,6.3,100.0,A,Pass,3.3936651583710407,0,4,6.715800000000001,2,0,8
17,Female,Private,Graduate,Middle,0.5,68.1,8.43,11.0,5,1,5,7.0,4.2,80.7,B,Pass,18.333333333333336,1,3,5.74083,2,0,11
18,Female,Public,Postgraduate,High,3.49,70.7,5.36,15.0,2,1,1,7.0,7.5,78.3,B,Pass,4.178272980501393,1,5,3.7895200000000004,2,1,9
17,Male,Private,Graduate,Low,3.74,74.1,5.96,18.0,3,1,0,11.0,8.2,80.0,B,Pass,4.6875,1,2,4.41636,2,1,5
15,Female,Public,High School,Middle,3.08,98.8,7.88,16.0,5,1,4,0.0,7.1,100.0,A,Pass,5.031446540880503,0,2,7.7854399999999995,0,1,9
15,Male,Public,Graduate,Middle,5.44,76.9,5.55,20.0,1,1,7,0.0,6.3,100.0,A,Pass,3.6101083032490973,0,3,4.26795,0,0,13
17,Male,Public,High School,Low,4.13,84.5,6.49,20.0,4,0,0,15.0,6.6,78.0,B,Pass,4.728132387706856,0,1,5.48405,3,0,1
15,Male,Public,Graduate,Low,5.47,71.2,7.22,17.0,0,0,6,11.0,4.6,100.0,A,Pass,3.0520646319569122,1,2,5.140639999999999,2,0,8
16,Male,Private,High School,Middle,3.18,78.5,7.91,4.5,4,1,6,6.0,6.6,92.1,A,Pass,1.371951219512195,0,2,6.209350000000001,1,0,11
18,Female,Public,Graduate,Middle,4.91,75.6,3.3,20.0,3,1,7,4.0,5.7,92.4,A,Pass,3.9920159680638725,0,3,2.4947999999999997,1,0,13
16,Female,Public,High School,Middle,5.95,76.2,7.79,16.0,2,1,7,6.0,6.2,100.0,A,Pass,2.644628099173554,0,2,5.935980000000001,1,0,12
18,Male,Public,High School,Middle,5.47,100.0,6.08,14.0,3,1,1,6.0,5.6,95.0,A,Pass,2.5134649910233398,0,2,6.08,1,0,6
15,Male,Public,High School,Middle,1.86,87.7,7.77,11.0,4,1,4,5.0,5.5,82.7,B,Pass,5.612244897959183,0,2,6.81429,1,0,9
16,Male,Private,No Education,Low,3.12,75.9,7.9,13.0,4,0,1,9.0,5.8,64.9,C,Pass,4.037267080745341,0,0,5.996100000000001,2,0,1
15,Female,Public,Graduate,Middle,2.98,40.0,9.39,16.0,5,1,0,12.0,7.8,90.1,A,Pass,5.194805194805195,1,3,3.7560000000000002,2,1,6
18,Male,Private,Graduate,Low,4.23,71.8,8.94,11.0,3,1,0,7.0,6.4,96.6,A,Pass,2.540415704387991,1,2,6.418919999999999,2,0,5
17,Male,Private,Graduate,Low,4.53,100.0,8.92,13.0,3,1,7,0.0,5.7,100.0,A,Pass,2.8077753779697625,0,2,8.92,0,0,12
17,Female,Public,High School,High,2.24,67.8,9.1,14.0,3,0,5,13.0,7.9,92.3,A,Pass,5.982905982905982,1,3,6.169799999999999,3,1,8
16,Female,Private,No Education,Middle,3.6,91.9,7.02,16.0,0,1,5,0.0,7.2,100.0,A,Pass,4.324324324324324,0,1,6.45138,0,1,9
15,Male,Public,No Education,Middle,0.5,87.6,6.56,13.0,4,1,0,8.0,4.2,61.1,C,Pass,21.666666666666668,0,1,5.74656,2,0,4
15,Female,Public,High School,Middle,5.66,84.8,8.07,15.0,1,1,4,0.0,8.2,100.0,A,Pass,2.604166666666667,0,2,6.8433600000000006,0,1,9
16,Female,Public,Postgraduate,Middle,2.73,60.1,7.82,11.0,0,1,7,12.0,7.1,87.1,B,Pass,3.8869257950530036,1,4,4.69982,2,1,14
17,Male,Private,High School,Low,3.58,40.3,5.94,13.0,0,1,6,17.0,7.9,73.9,C,Pass,3.532608695652174,1,1,2.39382,3,1,10
18,Female,Private,High School,Low,3.04,83.9,7.23,15.0,0,1,5,0.0,6.7,100.0,A,Pass,4.777070063694267,0,1,6.065970000000001,0,0,9
16,Male,Public,High School,Low,5.22,67.9,6.44,20.0,5,1,5,9.0,8.9,100.0,A,Pass,3.759398496240602,1,1,4.37276,2,1,9
18,Female,Private,High School,Middle,0.5,68.6,4.96,5.0,1,0,3,6.0,6.5,39.0,F,Fail,8.333333333333334,1,2,3.40256,1,0,5
17,Male,Public,Graduate,Middle,3.48,56.2,8.82,14.0,3,1,3,20.0,4.0,63.2,C,Pass,3.910614525139665,1,3,4.956840000000001,3,0,9
15,Male,Public,Graduate,Middle,3.34,70.5,6.6,10.0,5,1,5,7.0,5.9,82.8,B,Pass,2.9069767441860463,1,3,4.653,2,0,11
17,Male,Public,High School,Middle,2.82,73.5,10.0,9.0,4,1,1,10.0,7.6,87.6,B,Pass,3.0821917808219177,1,2,7.35,2,1,6
16,Female,Private,No Education,High,6.09,86.8,3.57,20.0,2,0,4,0.0,7.2,100.0,A,Pass,3.2310177705977385,0,2,3.09876,0,1,6
15,Male,Public,High School,Low,2.17,54.3,5.5,15.0,5,1,2,15.0,6.9,49.6,D,Pass,6.607929515418502,1,1,2.9865,3,0,6
16,Female,Public,High School,Low,4.66,96.4,6.56,17.0,2,0,5,0.0,5.8,100.0,A,Pass,3.5714285714285716,0,1,6.323840000000001,0,0,6
16,Male,Public,High School,Middle,4.03,67.6,8.55,18.0,4,0,3,6.0,7.0,100.0,A,Pass,4.358353510895884,1,2,5.7798,1,1,5
17,Male,Public,Postgraduate,Middle,5.39,55.6,7.22,15.0,1,1,4,25.5,7.0,73.3,C,Pass,2.7322404371584703,1,4,4.0143200000000006,3,1,11
16,Female,Public,Graduate,High,2.5,70.4,7.06,12.0,2,0,4,7.0,7.0,79.2,B,Pass,4.615384615384615,1,4,4.97024,2,1,8
17,Male,Public,Graduate,Low,2.4,72.2,4.47,20.0,0,0,3,7.0,7.6,76.4,B,Pass,8.0,1,2,3.22734,2,1,5
15,Male,Private,High School,High,5.14,82.3,4.42,16.0,5,1,7,10.0,7.2,82.4,B,Pass,3.053435114503817,0,3,3.6376599999999994,2,1,13
17,Female,Public,High School,High,4.14,97.3,7.08,17.0,2,0,4,0.0,6.7,100.0,A,Pass,4.0094339622641515,0,3,6.88884,0,0,7
15,Male,Public,Graduate,Low,1.18,64.5,4.04,12.0,4,1,7,13.0,5.8,43.8,F,Fail,9.375,1,2,2.6058,3,0,12
17,Male,Public,Graduate,Middle,2.69,70.8,5.54,8.0,0,0,4,11.0,8.6,67.5,C,Pass,2.867383512544803,1,3,3.9223199999999996,2,1,7
18,Male,Private,Graduate,Middle,4.08,60.2,7.4,9.0,2,1,3,13.0,9.4,82.4,B,Pass,2.1531100478468903,1,3,4.4548000000000005,3,0,9
18,Male,Private,High School,High,4.76,91.1,4.73,14.0,4,1,0,14.0,9.1,66.9,C,Pass,2.880658436213992,0,3,4.30903,3,0,6
16,Female,Public,Graduate,Low,2.48,74.7,9.39,16.0,1,1,5,4.0,7.8,100.0,A,Pass,6.201550387596899,1,2,7.014330000000001,1,1,10
17,Female,Private,High School,Middle,0.5,59.7,8.7,13.0,4,1,1,20.0,5.0,59.2,D,Pass,21.666666666666668,1,2,5.1939,3,0,6
17,Male,Public,Postgraduate,Middle,4.28,48.8,3.67,18.0,1,0,7,18.0,4.8,61.8,C,Pass,4.109589041095891,1,4,1.7909599999999997,3,0,11
15,Female,Public,Graduate,Middle,1.67,91.2,4.82,9.0,0,0,2,7.0,6.3,57.3,D,Pass,5.084745762711864,0,3,4.395840000000001,2,0,5
16,Male,Public,Graduate,Middle,0.5,47.6,3.0,16.0,4,1,1,17.0,6.9,23.2,F,Fail,26.666666666666668,1,3,1.4280000000000002,3,0,7
17,Female,Public,High School,Middle,0.5,57.1,5.09,8.0,3,1,0,22.0,6.9,22.1,F,Fail,13.333333333333334,1,2,2.90639,3,0,5
16,Male,Public,Graduate,High,4.72,84.0,7.88,17.0,5,0,6,3.0,7.2,100.0,A,Pass,3.526970954356847,0,4,6.619199999999999,1,1,10
18,Male,Private,High School,High,3.69,57.6,5.75,15.0,3,1,0,15.0,5.3,62.3,C,Pass,3.9577836411609497,1,3,3.312,3,0,6
17,Male,Private,High School,High,3.16,51.6,7.33,14.0,3,0,4,21.0,8.9,67.2,C,Pass,4.294478527607362,1,3,3.78228,3,1,7
17,Male,Private,High School,Low,5.58,49.4,3.76,20.0,3,1,1,12.0,8.8,62.3,C,Pass,3.5211267605633805,1,1,1.8574399999999998,2,1,5
16,Male,Public,Graduate,Middle,4.46,88.7,7.94,14.0,5,1,7,8.0,5.4,100.0,A,Pass,3.0701754385964914,0,3,7.0427800000000005,2,0,13
17,Male,Public,High School,Low,5.92,74.1,5.5,13.0,3,1,7,8.0,4.8,100.0,A,Pass,2.159468438538206,1,1,4.0755,2,0,11
